period,attendances_type1,attendances_type2,attendances_type3,total_attendances,emergency_admissions,emergency_admissions_type1,pct_within_4h_all,pct_within_4h_type1,pct_within_4h_type2,pct_within_4h_type3,attendances_over_4h,attendances_under_4h,booked_attendances,year,month,quarter,covid_period,crs_period,pct_within_4h_all_lag_1,pct_within_4h_all_lag_3,pct_within_4h_all_lag_12,total_attendances_lag_1,total_attendances_lag_12,emergency_admissions_lag_1,target_roll_mean_3,target_roll_mean_12,split
2020-07-01,1120421.0,32759.0,435106.0,1588286.0,363383.0,358671.0,0.9199074620723886,0.8872683210507439,0.9940942028985508,0.9953840957706308,113278.0,1301061.0,20475.0,2020,7,3,1,1,0.9277690098945253,0.904434409727913,0.8649112458819785,1410602.0,2265050.0,337709.0,0.9275879048496519,0.8615721128250873,train
2020-08-01,1179019.0,32231.0,507753.0,1719003.0,370208.0,365503.0,0.8917074531930195,0.8432366078514937,0.9885242896425298,0.993930025072101,166099.0,1367700.0,20475.0,2020,8,3,1,1,0.9199074620723886,0.9350872425820419,0.8629276500280426,1588286.0,2125435.0,363383.0,0.9131279750533112,0.863970429755502,train
2020-09-01,1163948.0,33295.0,496637.0,1693880.0,370595.0,365705.0,0.8729565605006236,0.8163077189908866,0.9897390060779406,0.9928218324642785,192094.0,1319940.0,23505.0,2020,9,3,1,1,0.8917074531930195,0.9277690098945253,0.852436214064934,1719003.0,2123345.0,370208.0,0.8948571585886773,0.8656804586251429,train
2020-10-01,1111958.0,33012.0,454377.0,1599347.0,371959.0,367175.0,0.8442802394821414,0.7758909541002634,0.9881923492382761,0.9940145208154768,221002.0,1198227.0,24467.0,2020,10,4,1,1,0.8729565605006236,0.9199074620723886,0.836351977352883,1693880.0,2170885.0,370595.0,0.8696480843919282,0.8663411471359144,train
2020-11-01,1036350.0,31872.0,416954.0,1485176.0,348677.0,343989.0,0.8384673788427518,0.7682107523752196,0.9859035587736866,0.994435649339152,212753.0,1104337.0,27976.0,2020,11,4,1,1,0.8442802394821414,0.8917074531930195,0.8144121221229261,1599347.0,2143505.0,371959.0,0.8519013929418389,0.8683457518625666,train
2020-12-01,1039474.0,29838.0,405362.0,1474674.0,356505.0,351824.0,0.8028191416552535,0.7204304729041685,0.989247311827957,0.9931506664762577,257854.0,1049849.0,39920.0,2020,12,4,1,1,0.8384673788427518,0.8729565605006236,0.7980703954007523,1485176.0,2180537.0,348677.0,0.8285222533267156,0.8687414807171082,train
2021-01-01,941194.0,25744.0,343868.0,1310806.0,348045.0,343534.0,0.7851247133545389,0.7005346557199925,0.9880423480480197,0.992635744815577,249811.0,912775.0,47245.0,2021,1,1,1,1,0.8028191416552535,0.8442802394821414,0.816828082271278,1474674.0,2114709.0,356505.0,0.8088037446175148,0.8660995333073801,train
2021-02-01,903771.0,27972.0,346348.0,1278091.0,323046.0,318460.0,0.8392178475375865,0.773622404942534,0.9843845682792407,0.9919019829317269,182335.0,951715.0,47970.0,2021,2,1,1,1,0.7851247133545389,0.8384673788427518,0.8278686306369899,1310806.0,1969691.0,348045.0,0.8090539008491263,0.8670453013824297,train
2021-03-01,1161079.0,35656.0,494547.0,1691282.0,382922.0,375926.0,0.8613983182498302,0.8006659034273113,0.9806359983372592,0.9895664881303717,208329.0,1294748.0,68980.0,2021,3,1,1,1,0.8392178475375865,0.8028191416552535,0.8427721577463726,1278091.0,1531801.0,323046.0,0.8285802930473185,0.8685974814243845,train
2021-04-01,1259266.0,35363.0,571603.0,1866232.0,392276.0,385748.0,0.8535662487627448,0.787619934378907,0.9839294429338353,0.9844375024894306,242921.0,1415993.0,78732.0,2021,4,2,1,1,0.8613983182498302,0.7851247133545389,0.904434409727913,1691282.0,916575.0,382922.0,0.851394138183387,0.8643584680106206,train
